version,rarity,hp,attack,magic_attack,defense,magic_defense,agility
v2,L,5676,640,917,1230,566,147
v2,L,5123,1363,346,1323,519,147
v2,L,5290,1428,764,553,519,147
v2,L,4799,1074,431,1166,1124,146
v2,L,4459,1036,847,860,1052,146
v2,L,4218,852,1141,838,1032,146
v2,L,4725,543,1406,765,926,146
v2,L,5408,1213,726,510,870,146
v2,L,4933,1014,731,1018,866,146
v2,L,5335,1026,819,790,760,146
v2,L,4990,374,1491,1020,665,146
v2,L,5419,1097,582,1093,654,146
v2,L,4720,1218,666,1149,638,146
v2,L,4787,895,870,1325,600,146
v2,L,4878,1248,512,1307,582,146
v2,L,4369,596,1458,1199,512,146
v2,L,4748,271,1073,1252,1296,145
v2,L,5724,377,888,912,1283,145
v2,L,4202,1466,436,745,1266,145
v2,L,5906,381,948,825,1192,145
v2,L,5080,528,1292,533,1177,145
v2,L,5502,1475,261,534,1095,145
v2,L,5273,813,655,1101,1019,145
v2,L,5301,798,550,1261,1018,145
v2,L,5298,1067,487,1004,982,145
v2,L,5121,619,1237,669,969,145
v2,L,5716,1180,503,665,938,145
v2,L,5693,1299,367,701,937,145
v2,L,5414,805,557,1270,935,145
v2,L,5062,669,869,1261,860,145
v2,L,5317,667,1226,765,727,145
v2,L,5079,1275,343,1282,716,145
v2,L,4474,1334,1034,651,564,145
v2,L,4729,701,1339,1042,520,145
v2,L,5367,967,471,802,1320,144
v2,L,4284,633,934,1211,1242,144
v2,L,5643,1066,490,681,1140,144
v2,L,4768,1009,548,1147,1090,144
v2,L,5675,331,1348,690,940,144
v2,L,4893,430,1281,1032,925,144
v2,L,5354,1022,941,520,857,144
v2,L,5277,295,1467,847,854,144
v2,L,4351,1269,550,1263,798,144
v2,L,4807,1479,294,1159,751,144
v2,L,5271,1179,655,864,738,144
v2,L,4361,647,1324,1181,658,144
v2,L,4238,1171,952,1060,620,144
v2,L,5431,1249,743,707,593,144
v2,L,4531,1393,1045,515,576,144
v2,L,4561,1064,1296,684,504,144
v2,L,5172,480,971,878,1320,143
v2,L,5756,526,494,1274,1262,143
v2,L,4776,295,1227,1056,1230,143
v2,L,4236,1035,713,1029,1191,143
v2,L,5026,501,866,1213,1175,143
v2,L,4941,296,1360,852,1164,143
v2,L,5575,605,927,807,1084,143
v2,L,5203,1147,720,543,1047,143
v2,L,5421,242,1562,590,985,143
v2,L,5037,326,1516,726,978,143
v2,L,5701,1320,290,751,969,143
v2,L,4911,785,858,1112,937,143
v2,L,5217,618,1027,1022,878,143
v2,L,5622,1023,565,915,874,143
v2,L,5480,981,655,1072,716,143
v2,L,5148,502,1530,756,624,143
v2,L,4755,1351,906,679,566,143
v2,L,5165,1394,724,749,500,143
v2,L,5023,1183,583,675,1147,142
v2,L,5618,578,761,1075,1074,142
v2,L,5595,857,870,727,879,142
v2,L,5199,843,676,1232,859,142
v2,L,4890,936,953,884,826,142
v2,L,5374,221,1276,1268,772,142
v2,L,5149,449,1530,717,741,142
v2,L,5306,507,1439,702,728,142
v2,L,4919,1309,901,519,718,142
v2,L,4821,1444,533,901,716,142
v2,L,4245,1175,949,1036,645,142
v2,L,4720,1323,838,773,629,142
v2,L,4559,1055,811,653,1250,141
v2,L,5193,355,1303,672,1227,141
v2,L,4283,1042,455,1340,1222,141
v2,L,4656,397,1267,996,1150,141
v2,L,4296,1023,635,1237,1089,141
v2,L,5385,1026,470,961,1078,141
v2,L,4772,1136,743,726,1058,141
v2,L,4303,508,1446,877,1023,141
v2,L,5055,1169,232,1323,1009,141
v2,L,5766,1263,302,763,996,141
v2,L,5193,418,1421,692,948,141
v2,L,4927,504,1228,1047,873,141
v2,L,4932,988,1003,698,849,141
v2,L,5681,358,1101,1126,824,141
v2,L,5403,614,1136,845,822,141
v2,L,4427,1484,330,1228,812,141
v2,L,4328,1340,946,667,746,141
v2,L,5302,1503,615,534,656,141
v2,L,5253,1310,342,1244,634,141
v2,L,4271,1148,1137,905,537,141
v2,L,4803,578,1022,863,1307,140
v2,L,5388,988,271,1101,1277,140
v2,L,5669,1037,406,718,1264,140
v2,L,4823,926,682,988,1161,140
v2,L,5462,820,501,1132,1123,140
v2,L,4393,1440,295,1078,1094,140
v2,L,5329,335,1315,784,1064,140
v2,L,4726,1288,226,1292,1038,140
v2,L,4985,1327,639,578,983,140
v2,L,5097,1018,451,1263,954,140
v2,L,5168,975,541,1181,935,140
v2,L,4317,1547,575,785,870,140
v2,L,4665,508,1399,1013,784,140
v2,L,5259,750,1103,851,740,140
v2,L,4939,1162,518,1253,738,140
v2,L,4522,562,1473,1058,625,140
v2,L,5727,1584,308,743,570,140
v2,L,5479,1274,674,796,555,140
v2,L,4481,769,598,1335,1324,139
v2,L,5551,222,1013,1022,1316,139
v2,L,4600,744,663,1232,1313,139
v2,L,4602,693,930,965,1271,139
v2,L,4360,351,1417,942,1202,139
v2,L,5045,1320,440,651,1178,139
v2,L,4820,262,1303,1051,1164,139
v2,L,5108,1526,223,651,1164,139
v2,L,4526,1358,466,858,1127,139
v2,L,5692,441,793,1251,1022,139
v2,L,5799,881,419,1183,944,139
v2,L,4424,682,1330,854,911,139
v2,L,5117,283,1193,1298,902,139
v2,L,5910,456,1227,662,865,139
v2,L,5881,348,1418,629,794,139
v2,L,4980,545,1319,926,785,139
v2,L,5251,964,1114,554,723,139
v2,L,5168,946,864,1012,687,139
v2,L,5679,831,875,1059,545,139
v2,L,4763,715,622,1306,1264,138
v2,L,5175,295,1072,1189,1142,138
v2,L,5673,250,1007,1130,1122,138
v2,L,5294,318,1307,941,965,138
v2,L,5430,1340,403,713,960,138
v2,L,5495,823,517,1330,888,138
v2,L,4265,902,1007,1299,691,138
v2,L,5611,1073,489,1169,676,138
v2,L,4971,228,1498,1242,673,138
v2,L,4338,1271,1133,577,672,138
v2,L,4699,1507,395,1203,591,138
v2,L,5711,1339,732,533,538,138
v2,L,5361,1043,225,1172,1215,137
v2,L,4746,1244,578,733,1155,137
v2,L,4257,1600,667,565,920,137
v2,L,4306,629,1355,997,869,137
v2,L,4646,1305,492,1156,816,137
v2,L,4614,434,1309,1253,811,137
v2,L,4816,1268,829,660,802,137
v2,L,5112,899,763,1152,791,137
v2,L,5034,426,1500,976,627,137
v2,L,4904,1434,853,525,624,137
v2,L,4899,1210,1136,536,531,137
v2,L,5761,1015,515,542,1283,136
v2,L,4818,688,1179,599,1194,136
v2,L,4289,279,1287,1307,1168,136
v2,L,4405,889,1120,643,1144,136
v2,L,5545,1179,272,937,1104,136
v2,L,4512,1175,884,585,1079,136
v2,L,5871,812,648,864,1009,136
v2,L,5201,369,1384,868,905,136
v2,L,4783,1492,271,1070,888,136
v2,L,5223,707,894,1111,869,136
v2,L,4793,980,881,964,849,136
v2,L,4386,1450,635,866,821,136
v2,L,5446,1450,371,746,814,136
v2,L,4227,1360,517,1256,804,136
v2,L,5581,492,1049,1098,797,136
v2,L,5902,613,1175,725,665,136
v2,L,5536,1035,512,1245,663,136
v2,L,5407,1366,778,573,544,136
v2,L,5669,562,1463,621,541,136
v2,L,5740,422,796,981,1303,135
v2,L,5877,483,856,814,1232,135
v2,L,4657,1139,265,1303,1231,135
v2,L,4772,897,555,1197,1214,135
v2,L,4922,1303,698,627,928,135
v2,L,5191,1220,513,933,877,135
v2,L,5376,833,896,880,847,135
v2,L,5427,691,1006,1029,719,135
v2,L,5833,1475,300,748,696,135
v2,L,5825,361,1441,841,568,135
v2,L,4396,1251,1189,668,510,135
v2,L,4639,877,657,1041,1319,134
v2,L,4472,704,1156,660,1313,134
v2,L,5421,638,869,795,1231,134
v2,L,4214,993,579,1333,1174,134
v2,L,5250,491,1181,719,1152,134
v2,L,4354,696,994,1178,1094,134
v2,L,4541,696,1231,882,963,134
v2,L,5266,1370,388,987,754,134
v2,L,5722,816,904,934,644,134
v2,L,5769,934,599,1182,641,134
v2,L,5482,222,1468,1124,611,134
v2,L,5112,754,1141,1044,575,134
v2,L,5770,475,901,849,1201,133
v2,L,5862,983,260,1020,1176,133
v2,L,5697,404,794,1324,1014,133
v2,L,5199,325,1234,1061,999,133
v2,L,4377,1170,511,1284,993,133
v2,L,5679,317,1152,1050,910,133
v2,L,4308,1064,989,965,814,133
v2,L,5437,327,1193,1193,809,133
v2,L,4356,1339,515,1244,796,133
v2,L,4262,1136,705,1314,789,133
v2,L,5863,415,1420,595,755,133
v2,L,5118,681,1212,950,671,133
v2,L,4575,1216,908,945,605,133
v2,L,5811,383,906,849,1308,132
v2,L,4707,678,655,1322,1298,132
v2,L,5744,656,489,1210,1185,132
v2,L,4240,843,1212,646,1165,132
v2,L,4216,926,832,1107,1139,132
v2,L,4950,1077,846,558,1103,132
v2,L,5057,1132,760,630,1025,132
v2,L,4911,466,1056,1268,985,132
v2,L,5638,1199,294,982,966,132
v2,L,5100,1306,247,1255,864,132
v2,L,5364,249,1172,1329,853,132
v2,L,4734,1178,678,1083,777,132
v2,L,5370,1334,307,1203,661,132
v2,L,5060,1442,547,857,658,132
v2,L,4889,300,1573,1159,603,132
v2,L,5129,717,1397,755,548,132
v2,L,4237,1219,1268,693,502,132
v2,L,5669,757,381,1147,1296,131
v2,L,5839,382,975,834,1216,131
v2,L,4760,659,1071,939,1091,131
v2,L,4779,566,1194,1190,789,131
v2,L,5427,963,614,1158,773,131
v2,L,4358,964,1366,629,736,131
v2,L,5394,1191,937,562,598,131
v2,L,5413,618,1537,524,588,131
v2,L,5305,1363,553,928,577,131
v2,L,4649,1331,1073,596,524,131
v2,L,5776,305,1490,950,504,131
v2,L,5085,550,1166,558,1340,130
v2,L,5102,816,480,1154,1336,130
v2,L,4797,682,1066,680,1310,130
v2,L,4292,960,1120,869,887,130
v2,L,4449,798,947,1324,836,130
v2,L,4671,1251,1003,548,779,130
v2,L,5099,1525,716,562,580,130
v2,L,4344,1407,1099,578,545,130
v2,L,4614,336,1425,737,1325,129
v2,L,4587,1073,709,719,1325,129
v2,L,5894,502,615,1084,1288,129
v2,L,5900,402,644,1207,1263,129
v2,L,4386,1473,286,985,1188,129
v2,L,5324,660,772,1145,1049,129
v2,L,5475,1070,317,1151,1034,129
v2,L,5708,1059,237,1173,1032,129
v2,L,4738,625,1046,1131,1000,129
v2,L,5878,658,900,770,979,129
v2,L,5685,860,895,792,768,129
v2,L,4826,1054,819,1112,688,129
v2,L,5563,764,1239,650,614,129
v2,L,5667,787,1002,930,590,129
v2,L,4458,637,1477,1052,579,129
v2,L,4535,1495,784,847,512,129
v2,L,5412,795,613,976,1213,128
v2,L,5795,1023,255,1141,1051,128
v2,L,5361,766,652,1266,932,128
v2,L,5277,1059,755,768,905,128
v2,L,4874,1269,497,1062,871,128
v2,L,5654,538,802,1337,833,128
v2,L,5638,561,1135,853,817,128
v2,L,4407,1114,1112,683,816,128
v2,L,5631,481,1374,673,773,128
v2,L,4279,1364,1083,503,741,128
v2,L,5202,799,833,1287,681,128
v2,L,5124,739,1052,1107,672,128
v2,L,4855,722,1587,562,605,128
v2,L,4548,1276,725,509,1247,127
v2,L,4447,1490,379,852,1141,127
v2,L,4685,1372,408,872,1134,127
v2,L,4667,1418,637,640,982,127
v2,L,5414,870,1114,660,708,127
v2,L,5601,308,1324,1204,577,127
v2,L,4338,1240,781,530,1300,126
v2,L,4687,815,925,883,1182,126
v2,L,4416,1410,409,945,1137,126
v2,L,5673,723,528,1167,1127,126
v2,L,4369,1323,395,1124,1124,126
v2,L,5249,308,1015,1276,1117,126
v2,L,4209,950,731,1262,1115,126
v2,L,4845,1007,595,1113,1074,126
v2,L,4264,1232,808,842,996,126
v2,L,4765,242,1575,930,988,126
v2,L,4938,1307,865,509,819,126
v2,L,5731,1117,344,1162,804,126
v2,L,4761,1466,709,608,800,126
v2,L,4389,1317,1110,514,711,126
v2,L,5165,1179,1042,579,571,126
v2,L,4746,1179,315,1075,1316,125
v2,L,4329,1179,363,1207,1315,125
v2,L,5080,778,844,747,1302,125
v2,L,5822,1148,416,502,1277,125
v2,L,5262,528,1015,867,1209,125
v2,L,5237,947,790,626,1184,125
v2,L,4759,1460,415,680,1161,125
v2,L,4868,573,1007,1174,1036,125
v2,L,5712,1462,328,609,900,125
v2,L,5186,1260,604,780,873,125
v2,L,4630,948,1210,658,840,125
v2,L,4957,1365,780,598,763,125
v2,L,4354,706,1267,1221,673,125
v2,L,4868,1313,466,1310,616,125
v2,L,4760,955,1158,924,576,125
v2,L,4882,921,1282,758,556,125
v2,L,4346,935,1593,582,523,125
v2,L,5412,1391,259,538,1316,124
v2,L,5076,1322,385,769,1164,124
v2,L,5550,535,1062,729,1135,124
v2,L,5271,1023,761,602,1128,124
v2,L,5784,654,493,1270,1125,124
v2,L,4212,993,784,1268,976,124
v2,L,5280,459,1412,727,874,124
v2,L,5095,1245,485,1124,767,124
v2,L,4264,1496,633,992,725,124
v2,L,5391,1229,598,892,719,124
v2,L,4609,1307,1051,597,628,124
v2,L,5593,1491,377,850,606,124
v2,L,4253,1570,819,840,510,124
v2,L,5537,670,616,1128,1190,123
v2,L,5370,894,524,1081,1128,123
v2,L,4807,827,1027,732,1122,123
v2,L,5907,312,899,1193,1056,123
v2,L,5892,260,1238,810,1036,123
v2,L,5617,1410,319,705,942,123
v2,L,4261,616,1426,920,925,123
v2,L,4880,875,1139,792,799,123
v2,L,5796,300,1509,715,732,123
v2,L,4902,579,1384,932,721,123
v2,L,4458,1170,1229,537,704,123
v2,L,5806,725,970,905,700,123
v2,L,5895,651,822,1207,673,123
v2,L,5736,747,1119,758,636,123
v2,L,5126,244,1528,1211,608,123
v2,L,4494,1348,1024,741,522,123
v2,L,5114,571,890,957,1315,122
v2,L,4704,754,780,1058,1305,122
v2,L,4650,929,570,1166,1272,122
v2,L,4485,353,1322,1008,1257,122
v2,L,4569,1068,664,902,1242,122
v2,L,5389,278,1436,602,1177,122
v2,L,4504,440,1285,1072,1113,122
v2,L,4883,1042,846,664,1108,122
v2,L,4349,1227,617,1034,1055,122
v2,L,4730,399,1403,1162,806,122
v2,L,4956,1192,730,904,784,122
v2,L,4628,1014,877,1165,724,122
v2,L,5903,520,1129,969,658,122
v2,L,5599,929,836,987,620,122
v2,L,5188,932,1211,672,590,122
v2,L,5807,659,450,1158,1289,121
v2,L,4459,1471,438,694,1253,121
v2,L,5882,399,1150,732,1051,121
v2,L,5860,734,936,679,942,121
v2,L,4273,960,876,1208,932,121
v2,L,4586,967,1119,759,874,121
v2,L,4837,649,1289,884,841,121
v2,L,5200,725,1062,1003,765,121
v2,L,4563,1042,1073,858,745,121
v2,L,4764,727,1368,861,674,121
v2,L,5508,950,1041,757,573,121
v2,L,5052,1535,256,629,1207,120
v2,L,4740,411,1484,649,1187,120
v2,L,5329,1140,290,1069,1151,120
v2,L,4428,1085,708,998,1132,120
v2,L,4657,1423,605,556,1129,120
v2,L,5154,577,939,1094,1086,120
v2,L,4749,958,848,994,964,120
v2,L,4290,640,1595,641,923,120
v2,L,5048,1124,951,619,813,120
v2,L,5828,333,1590,538,739,120
v2,L,5280,954,944,846,728,120
v2,L,4892,1071,639,1332,696,120
v2,L,5734,1595,222,779,695,120
v2,L,5043,1356,935,534,591,120
v2,L,5394,1060,865,940,541,120
v2,L,4648,507,1498,1198,524,120
v2,L,5316,1346,226,721,1305,119
v2,L,5391,721,669,962,1288,119
v2,L,4346,949,660,1184,1251,119
v2,L,5259,1450,336,520,1227,119
v2,L,5066,577,844,1137,1224,119
v2,L,5151,318,1372,885,1051,119
v2,L,4404,1093,685,1152,1014,119
v2,L,4989,1116,402,1304,954,119
v2,L,5852,745,945,662,940,119
v2,L,4254,807,1451,630,921,119
v2,L,4681,1071,993,787,838,119
v2,L,4790,1000,1187,600,798,119
v2,L,4708,797,1451,590,760,119
v2,L,4633,978,1099,891,739,119
v2,L,5426,908,818,1028,725,119
v2,L,5144,911,1332,525,624,119
v2,L,4248,1073,1498,500,607,119
v2,L,5279,303,923,1240,1300,118
v2,L,4524,922,1015,590,1294,118
v2,L,4632,767,963,878,1251,118
v2,L,5588,225,1017,1165,1205,118
v2,L,4466,1461,489,768,1125,118
v2,L,5608,998,516,854,1118,118
v2,L,4707,799,1080,769,1111,118
v2,L,4742,1028,913,673,1102,118
v2,L,5516,1040,525,941,1003,118
v2,L,4664,1221,646,942,976,118
v2,L,4922,841,845,1151,902,118
v2,L,5232,1307,500,844,889,118
v2,L,4221,1481,536,1113,801,118
v2,L,4839,1338,839,637,754,118
v2,L,5803,745,1163,563,753,118
v2,L,4936,1424,750,611,738,118
v2,L,5453,483,1369,848,715,118
v2,L,4783,724,1562,569,693,118
v2,L,5733,726,795,1243,660,118
v2,L,5245,928,1152,711,626,118
v2,L,5504,1110,664,1061,589,118
v2,L,5688,436,1380,918,585,118
v2,L,5067,1474,797,597,551,118
v2,L,5907,764,1146,746,518,118
v2,L,5612,540,837,862,1307,117
v2,L,4795,238,1237,1158,1260,117
v2,L,4288,784,1360,524,1180,117
v2,L,4530,1411,283,1095,1136,117
v2,L,4764,1040,839,830,1025,117
v2,L,4362,424,1251,1322,1017,117
v2,L,4311,948,969,1099,918,117
v2,L,5180,1246,557,1141,625,117
v2,L,4753,1385,609,1193,503,117
v2,L,5747,812,684,605,1333,116
v2,L,5208,436,751,1340,1295,116
v2,L,4346,975,844,865,1278,116
v2,L,5801,538,1023,645,1174,116
v2,L,4466,647,1252,805,1167,116
v2,L,4992,1234,308,1098,1134,116
v2,L,5429,498,1082,852,1117,116
v2,L,5896,981,447,901,1063,116
v2,L,5688,965,454,1057,1018,116
v2,L,4674,1228,417,1238,997,116
v2,L,5597,1203,493,797,927,116
v2,L,4656,538,1206,1191,912,116
v2,L,5730,1539,366,633,729,116
v2,L,5399,1402,420,1133,504,116
v2,L,4814,1172,271,1224,1237,115
v2,L,4951,634,943,969,1235,115
v2,L,4253,443,1164,1287,1206,115
v2,L,4830,1216,389,1166,1056,115
v2,L,4353,1488,364,1058,1037,115
v2,L,5132,1067,738,865,927,115
v2,L,5217,432,1532,622,902,115
v2,L,5049,1305,706,702,835,115
v2,L,5642,413,1518,575,794,115
v2,L,4203,960,1339,757,772,115
v2,L,5764,644,843,1307,638,115
v2,L,4578,1403,682,1057,598,115
v2,L,5707,977,556,1332,574,115
v2,L,4937,1369,931,611,567,115
v2,L,4418,544,1496,1244,552,115
v2,L,4949,1144,864,1053,536,115
v2,L,4744,734,1240,527,1211,114
v2,L,4452,753,828,1254,1185,114
v2,L,4964,273,1314,1173,1013,114
v2,L,5339,225,1222,1312,895,114
v2,L,5454,1270,247,1245,808,114
v2,L,5112,1393,353,1142,747,114
v2,L,5039,1430,252,1276,739,114
v2,L,4624,1564,596,837,693,114
v2,L,4670,1197,1105,627,678,114
v2,L,4431,1279,1152,570,664,114
v2,L,5517,1040,730,1029,632,114
v2,L,5785,774,778,1285,560,114
v2,L,5817,1331,517,888,519,114
v1,E,1504,201,510,485,251,86
v1,E,1778,63,565,467,258,86
v1,E,1381,584,331,240,264,86
v1,E,1429,429,345,373,309,86
v1,E,1944,203,261,468,412,86
v1,E,1701,104,306,592,480,86
v1,E,1626,393,92,483,518,86
v1,E,1862,192,119,557,580,86
v1,E,1847,101,217,541,593,86
v1,E,1443,331,156,481,604,86
v1,E,1926,147,188,464,609,86
v1,E,1488,358,227,301,623,86
v1,E,1591,118,218,603,628,86
v1,E,1576,171,420,631,246,85
v1,E,1462,201,581,408,250,85
v1,E,1872,322,199,564,272,85
v1,E,1958,256,304,453,286,85
v1,E,1525,474,243,382,339,85
v1,E,1554,254,520,261,364,85
v1,E,1822,230,449,257,377,85
v1,E,1385,407,301,403,397,85
v1,E,1793,362,166,351,512,85
v1,E,1533,346,71,590,555,85
v1,E,1497,74,429,467,573,85
v1,E,1888,269,423,304,282,84
v1,E,1607,576,91,459,297,84
v1,E,1383,295,379,529,323,84
v1,E,1389,476,161,535,367,84
v1,E,1884,174,473,256,397,84
v1,E,1938,281,250,393,400,84
v1,E,1413,286,455,319,424,84
v1,E,1782,139,282,557,467,84
v1,E,1690,339,195,427,479,84
v1,E,1559,95,578,259,511,84
v1,E,1809,482,92,276,517,84
v1,E,1693,75,335,549,533,84
v1,E,1432,502,106,359,564,84
v1,E,1953,116,286,369,600,84
v1,E,1604,236,296,309,641,84
v1,E,1512,345,228,287,649,84
v1,E,1776,535,173,382,237,83
v1,E,1531,383,292,533,250,83
v1,E,1730,225,510,349,254,83
v1,E,1794,607,123,323,256,83
v1,E,1609,151,477,545,269,83
v1,E,1787,306,316,445,292,83
v1,E,1652,291,268,585,307,83
v1,E,1944,286,231,502,310,83
v1,E,1776,551,100,385,316,83
v1,E,1887,185,377,433,342,83
v1,E,1461,230,490,369,384,83
v1,E,1862,270,184,492,450,83
v1,E,1742,159,201,651,482,83
v1,E,1506,428,253,284,503,83
v1,E,1507,268,295,418,537,83
v1,E,1654,338,284,263,538,83
v1,E,1970,360,110,241,626,83
v1,E,1462,331,300,238,641,83
v1,E,1567,157,599,376,277,82
v1,E,1512,216,484,475,284,82
v1,E,1583,517,282,256,328,82
v1,E,1377,404,426,272,366,82
v1,E,1843,178,503,259,370,82
v1,E,1674,515,98,422,385,82
v1,E,1621,153,335,586,425,82
v1,E,1680,246,326,424,439,82
v1,E,1804,515,92,262,491,82
v1,E,1599,252,278,428,533,82
v1,E,1988,282,90,437,565,82
v1,E,1420,164,335,502,589,82
v1,E,1671,321,322,490,278,81
v1,E,1766,456,232,365,294,81
v1,E,1880,343,205,433,372,81
v1,E,1452,278,260,639,383,81
v1,E,1771,278,216,505,429,81
v1,E,1541,194,485,278,501,81
v1,E,1712,151,298,497,529,81
v1,E,1594,354,126,415,623,81
v1,E,1461,146,404,369,632,81
v1,E,1630,268,224,364,639,81
v1,E,1924,317,249,520,241,80
v1,E,1891,142,384,504,329,80
v1,E,1455,241,528,333,361,80
v1,E,1600,326,332,399,385,80
v1,E,1986,242,329,325,399,80
v1,E,1670,394,277,304,428,80
v1,E,1620,278,276,469,453,80
v1,E,1544,260,249,570,453,80
v1,E,1944,315,150,319,577,80
v1,E,1697,214,370,259,584,80
v1,E,1806,114,240,484,636,80
v1,E,1932,95,111,615,656,80
v1,E,1880,584,138,325,237,79
v1,E,1687,369,348,415,246,79
v1,E,1815,496,253,267,287,79
v1,E,1896,165,348,561,291,79
v1,E,1451,452,346,345,312,79
v1,E,1905,343,162,508,351,79
v1,E,1579,370,164,583,390,79
v1,E,1470,217,452,440,392,79
v1,E,1487,117,540,422,420,79
v1,E,1655,84,321,613,509,79
v1,E,1985,201,146,534,513,79
v1,E,1536,394,120,506,516,79
v1,E,1615,84,459,408,535,79
v1,E,1977,329,99,383,553,79
v1,E,1456,505,152,263,593,79
v1,E,1844,182,148,523,616,79
v1,E,1698,251,67,577,648,79
v1,E,1422,350,493,329,281,78
v1,E,1555,592,93,409,363,78
v1,E,1926,85,517,334,380,78
v1,E,1734,358,314,258,448,78
v1,E,1607,188,263,634,448,78
v1,E,1607,537,80,390,454,78
v1,E,1559,312,337,356,465,78
v1,E,1413,350,233,521,465,78
v1,E,1421,125,451,517,474,78
v1,E,1458,92,402,570,521,78
v1,E,1894,210,160,498,562,78
v1,E,1618,165,201,620,578,78
v1,E,1405,145,337,506,628,78
v1,E,1847,361,134,250,654,78
v1,E,1672,409,142,253,655,78
v1,E,1623,445,225,520,244,77
v1,E,1803,491,270,279,269,77
v1,E,1620,479,310,318,277,77
v1,E,1945,326,314,363,291,77
v1,E,1732,563,133,380,295,77
v1,E,1489,286,523,272,357,77
v1,E,1608,282,304,533,358,77
v1,E,1396,449,300,365,394,77
v1,E,1386,188,485,447,425,77
v1,E,1885,268,148,571,431,77
v1,E,1883,350,270,267,445,77
v1,E,1532,440,263,280,480,77
v1,E,1405,171,528,329,497,77
v1,E,1794,365,220,277,527,77
v1,E,1626,378,99,456,582,77
v1,E,1562,219,386,303,583,77
v1,E,1692,215,163,549,599,77
v1,E,1513,58,444,441,615,77
v1,E,1755,236,241,360,617,77
v1,E,1680,249,122,546,618,77
v1,E,1673,482,267,376,254,76
v1,E,1683,258,385,519,258,76
v1,E,1933,351,237,466,270,76
v1,E,1953,174,518,267,311,76
v1,E,1883,386,291,301,332,76
v1,E,1553,157,396,618,349,76
v1,E,1432,436,158,614,352,76
v1,E,1462,394,313,411,379,76
v1,E,1567,386,212,509,387,76
v1,E,1950,163,347,427,412,76
v1,E,1599,224,322,541,414,76
v1,E,1424,212,415,495,428,76
v1,E,1730,84,406,534,439,76
v1,E,1408,196,439,478,441,76
v1,E,1756,294,106,644,445,76
v1,E,1927,508,82,258,479,76
v1,E,1680,186,220,606,511,76
v1,E,1612,237,199,590,516,76
v1,E,1463,257,190,579,582,76
v1,E,1724,199,370,259,604,76
v1,E,1434,257,261,464,610,76
v1,E,1676,211,241,431,622,76
v1,E,1599,75,515,594,301,75
v1,E,1593,150,395,617,346,75
v1,E,1470,86,583,471,373,75
v1,E,1609,307,207,600,399,75
v1,E,1618,483,83,497,424,75
v1,E,1707,97,498,374,463,75
v1,E,1518,156,350,571,483,75
v1,E,1771,79,313,597,500,75
v1,E,1978,401,90,290,566,75
v1,E,1857,208,175,424,644,75
v1,E,1490,238,468,469,315,74
v1,E,1442,526,303,275,357,74
v1,E,1562,108,559,330,476,74
v1,E,1869,371,100,396,544,74
v1,E,1577,179,277,455,645,74
v1,E,1669,216,151,536,647,74
v1,E,1553,312,497,337,273,73
v1,E,1835,497,88,505,291,73
v1,E,1494,375,454,259,351,73
v1,E,1848,386,284,290,378,73
v1,E,1706,565,111,315,412,73
v1,E,1767,442,236,269,426,73
v1,E,1966,324,130,489,432,73
v1,E,1770,159,452,355,435,73
v1,E,1668,182,495,288,456,73
v1,E,1578,81,551,360,491,73
v1,E,1833,397,214,240,519,73
v1,E,1434,273,393,328,543,73
v1,E,1812,129,379,372,545,73
v1,E,1926,115,316,351,621,73
v1,E,1547,320,137,460,656,73
v1,E,1701,154,497,487,281,72
v1,E,1934,165,573,251,282,72
v1,E,1874,158,306,623,330,72
v1,E,1419,387,142,629,448,72
v1,E,1986,131,315,474,451,72
v1,E,1515,455,126,505,452,72
v1,E,1459,112,359,589,551,72
v1,E,1466,471,163,327,577,72
v1,E,1650,318,70,584,584,72
v1,E,1476,323,216,425,610,72
v1,E,1896,152,314,302,637,72
v1,E,1809,72,323,427,655,72
v1,E,1984,404,249,395,239,71
v1,E,1419,295,485,470,251,71
v1,E,1690,429,218,519,263,71
v1,E,1657,135,504,502,307,71
v1,E,1604,230,452,450,323,71
v1,E,1675,222,469,375,351,71
v1,E,1582,447,294,278,421,71
v1,E,1991,138,411,352,427,71
v1,E,1821,118,266,633,462,71
v1,E,1415,145,589,322,467,71
v1,E,1602,538,111,353,468,71
v1,E,1404,517,236,255,512,71
v1,E,1627,137,490,306,534,71
v1,E,1510,397,104,531,545,71
v1,E,1403,119,354,613,555,71
v1,E,1603,534,197,442,264,70
v1,E,1454,189,444,632,285,70
v1,E,1844,346,333,352,314,70
v1,E,1410,373,318,528,327,70
v1,E,1911,66,589,303,365,70
v1,E,1881,285,389,265,390,70
v1,E,1440,454,213,440,435,70
v1,E,1507,270,222,639,455,70
v1,E,1498,206,391,440,508,70
v1,E,1935,131,277,491,519,70
v1,E,1944,108,307,446,549,70
v1,E,1698,390,97,456,553,70
v1,E,1569,240,409,271,569,70
v1,E,1423,282,389,301,577,70
v1,E,1733,172,230,505,609,70
v1,E,1490,531,324,338,248,69
v1,E,1718,317,253,599,285,69
v1,E,1528,497,162,560,288,69
v1,E,1892,119,491,425,320,69
v1,E,1858,364,341,298,327,69
v1,E,1739,503,178,388,328,69
v1,E,1438,335,279,621,334,69
v1,E,1388,280,602,254,342,69
v1,E,1865,237,476,244,366,69
v1,E,1710,220,498,304,373,69
v1,E,1621,202,409,474,398,69
